date,cwiq_code,log_ret,log_ret_f1,log_ret_f2,log_ret_f3,log_ret_f4,log_ret_f5,log_ret_sf5
2016-01-04,10038243,-0.01367330190020971,-0.008168440014839075,0.01627069686559333,-0.03216928293339167,-0.012254264923466936,-0.019659873047376222,-0.055981164053480574
2016-01-04,10029434,-0.04198410970043237,-0.0009694620245481195,0.0072481592992070815,-0.017974737037850224,-0.006392940386262016,0.0009861933738147153,-0.017102786775638562
2016-01-04,10033653,-0.02903598237812443,0.006859123480549578,-0.04768619652507539,-0.04282781101575654,0.014423534584819502,-0.014249561028361182,-0.08348091050382403
2016-01-04,10009241,-0.011855133542011426,0.006132301302063914,-0.0034995661262644364,-0.023691486239705947,-0.03922071315328127,-0.06956446338590916,-0.1298439276030969
2016-01-04,10036975,-0.003674866328308599,-0.013591242660852789,-0.0075815374523978026,-0.03322564762832028,-0.030924970122167782,0.00104956834213963,-0.08427382952159902
