date,cwiq_code,MA10,RSI_14
2016-01-04,10038243,16.23499998798348,40.26217228464416
2016-01-04,10029434,43.447999980719686,28.81355932203391
2016-01-04,10033653,47.34299999884429,62.31884057971016
2016-01-04,10009241,81.00999976183084,31.136220966729383
2016-01-04,10036975,114.9240000944886,31.684828164291744
